country,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU,SAU
2012-Q2,166291.0,92490.8,103197.9,682413.9,568044.8,575413.2,14979.1,14706.7,13982.7,406828.4,318313.3,318650.9,67146.5,60920.3,61765.9,29624.1,26179.5,25858.3,50348.7,45844.1,49570.7,230982.4,208845.3,216921.4,30789.8,29935.7,30021.0,26714.4,24437.3,24552.6,30590.2,24845.0,25195.9,80907.2,72961.6,76921.9,11632.0,10821.5,10659.3,687673.9,572817.0,579886.4,2750.7,1687124.6,687673.9,122.635427255,,1.130502752,6.544981614,58388.5,48781.5,89.341835104,572817.0,579886.4,2242.99,1409533.7,687673.9,700847.9,274238.6,24801.2,13174.2,11627.0,5260.0,4772.3,4473.2,30891.0,331145.7,305366.4,306486.8,199418.7,,185521.3,185521.3,331145.7,131727.0,,119845.1,120965.6,513842.2,473166.2,465500.1,433989.3,891430.7,759930.8,190237.1,174959.9,170201.6,136895.4,,130948.7,141705.1,53341.7,44011.2,28496.5,190237.0,377588.5,,286764.5,290875.2,367846.0,9742.5,211297.4,,194273.8,187677.2,150436.9,60860.5,28894.8,1.6304,53341.7,44011.2
2012-Q3,156034.1,77850.0,91477.9,681110.9,571000.4,585629.1,14403.0,14018.0,14117.4,391131.9,319150.2,317482.6,65518.6,61384.5,62240.9,29979.6,26596.0,26307.5,52442.0,47953.9,50308.0,245596.4,211236.1,227721.5,29443.2,28379.9,30329.3,26133.9,23834.9,24875.4,30718.9,25252.6,25603.3,95272.9,75038.8,85737.0,11585.5,10776.1,10868.6,686867.9,576042.1,590590.1,2747.47,1706159.5,686867.9,120.27168719,,1.845825091,6.380947871,58668.2,49363.0,90.990929113,576042.1,590590.1,2284.39,1435551.2,686867.9,698197.1,235500.7,23679.3,11329.3,12350.0,5757.0,5041.7,4961.0,26706.0,371493.5,328632.8,320718.5,197778.2,,182186.5,182186.5,371493.5,173715.3,,146446.3,138532.0,525983.1,493428.5,516266.6,466674.9,881638.8,753979.5,159340.2,169559.2,178393.7,144893.6,,138192.7,152671.8,14446.6,31366.5,25721.9,159340.1,355655.7,,260551.0,274635.6,346435.0,9220.7,199621.6,,182701.0,183157.7,148036.6,51585.0,29081.5,1.61033,14446.6,31366.5
2012-Q4,168674.7,114015.0,78215.5,685309.0,582317.8,570060.3,12674.6,12361.4,14403.3,388015.7,303794.0,304836.1,66698.5,61809.4,62463.8,28676.1,25574.1,26699.5,57229.2,52450.7,50961.5,255942.6,240588.2,224121.4,31716.2,30547.7,30662.4,27014.5,24947.5,25004.3,30843.3,25590.2,26042.3,97507.3,96380.1,80344.2,11632.0,10671.9,11106.5,691972.0,588534.4,575481.5,2767.89,1663635.0,691972.0,124.346484706,,-2.558223352,1.88541984,56841.1,47793.5,88.663177917,588534.4,575481.5,2225.95,1398826.6,691972.0,701518.6,288955.5,22105.7,9546.7,12559.0,6663.0,6216.6,5421.2,28394.5,319192.4,298067.2,306681.9,199420.5,,181508.6,181508.6,319192.4,119772.0,,116558.6,125173.4,518294.7,469714.5,473923.7,445451.8,887394.8,766542.2,204104.8,176452.2,190584.0,154781.3,,147397.2,147625.6,49323.6,29055.0,42958.4,204104.7,369100.1,,296827.6,269384.7,355315.0,13785.1,200425.4,,182812.7,191169.2,148516.2,51909.1,29268.2,1.66376,49323.6,29055.0
2013-Q1,140118.3,73402.2,80691.7,704841.9,579859.1,569864.5,16997.9,16282.1,14764.4,383110.6,296794.0,297572.2,72646.3,66362.5,62937.5,34124.1,27906.0,27338.0,65151.3,56512.0,52063.0,270609.3,238877.0,230189.8,34939.0,33291.2,31240.7,30120.8,26401.1,25331.8,39544.8,29047.6,27922.2,87771.2,81591.0,82251.3,13082.2,12034.1,11380.9,707855.9,582657.8,573734.0,2831.42,1653128.8,707855.9,127.588226671,,-0.303651303,0.057545233,56175.6,47389.8,88.393951022,582657.8,573734.0,2219.19,1394579.1,707855.9,715773.4,265300.3,19062.6,7917.6,11145.0,3014.0,2798.7,3869.6,30371.7,353633.8,319663.0,312853.6,203065.9,,183278.9,183278.9,353633.8,150567.9,,136384.1,129574.7,562445.5,504243.5,531058.9,486667.8,912102.1,764258.2,214103.8,189592.6,180188.8,178054.7,,167575.2,153684.1,36049.0,22017.4,26504.7,214103.7,349656.6,,260014.7,269088.2,338895.2,10761.4,209538.3,,186612.4,188396.5,156811.0,52727.3,29427.9,1.71277,36049.0,22017.4
2013-Q2,123731.2,75023.6,87758.4,696509.5,580337.9,585678.3,16302.1,15790.0,14961.0,381945.4,307766.1,308335.5,67628.9,62109.7,63230.7,33562.7,28233.5,27987.2,56261.2,49423.6,52870.8,264699.3,228548.3,234394.6,33249.4,31752.9,31858.5,28881.1,25639.6,25640.6,37724.4,28283.3,28635.6,95532.7,81502.1,83698.2,13050.5,11946.9,11690.9,702998.5,586119.2,591161.4,2811.99,1679892.9,702998.5,122.977215881,,3.037532446,1.944342042,56731.9,48527.1,91.078945965,586119.2,591161.4,2286.6,1436939.9,702998.5,717606.7,255140.7,26860.3,14608.3,12252.0,6489.0,5781.3,5483.0,35472.7,360981.8,318166.6,318771.9,209893.8,,188370.1,188370.1,360981.8,151088.0,,129796.5,130401.9,569043.1,501744.9,504324.9,452406.2,916375.3,776607.3,218285.5,192929.0,184631.0,148910.5,,139115.1,149825.2,69375.0,53813.9,34805.8,218285.4,347332.1,,274862.4,279102.5,336839.6,10492.5,223600.9,,199838.8,191344.0,168230.0,55370.9,29611.1,1.67391,69375.0,53813.9
2013-Q3,162096.0,84194.6,99010.7,701813.1,593256.6,609713.1,15691.1,15015.8,15174.3,393084.7,330316.7,328885.7,69252.2,63897.5,65071.5,34083.3,28744.6,28487.9,57918.6,51208.6,53660.0,258954.0,219179.4,237165.2,31803.8,30475.1,32546.7,27442.9,24392.8,25859.2,37907.6,28581.9,28932.0,90884.8,72603.9,84111.1,12996.2,11917.1,12056.2,707458.1,598110.8,614601.7,2829.83,1733272.3,707458.1,119.037356634,,3.965136429,4.065703421,58171.1,50138.0,94.690350431,598110.8,614601.7,2377.26,1493916.5,707458.1,723409.3,270183.4,26483.2,15951.2,10532.0,5645.0,4854.2,4888.6,35701.8,351093.7,303284.3,311625.9,213297.5,,190087.1,190087.1,351093.7,137796.2,,113197.2,121538.8,539656.5,508413.9,505707.5,447702.5,915808.1,783085.1,194268.4,210631.8,203965.1,156035.3,,145751.7,155858.6,38233.0,64880.1,48106.5,194268.3,376151.7,,274671.1,288980.5,366565.2,9586.5,214055.6,,190476.5,189969.8,155899.0,58156.6,29796.1,1.63265,38233.0,64880.1
2013-Q4,165591.0,118850.0,81880.9,702653.5,611294.7,601167.0,12354.5,11753.2,13941.4,385083.1,315684.6,317457.6,70339.6,64838.8,65968.7,32742.5,27670.0,28741.1,63131.3,56325.2,54875.7,272473.3,256186.8,241026.9,34313.1,33145.6,33018.9,29947.6,26670.0,26271.9,38170.8,29309.4,29717.4,93881.3,99090.7,84727.1,13029.2,11645.8,12415.9,708679.5,617042.0,606107.2,2834.72,1721628.3,708679.5,120.914056541,,-1.382122041,5.321754104,57424.0,49140.1,93.381614226,617042.0,606107.2,2344.41,1473268.7,708679.5,721057.6,211631.9,21983.1,12378.1,9605.0,6026.0,5747.3,4940.2,33313.7,409566.9,376050.8,373913.4,220497.0,,195126.8,195126.8,409566.9,189069.9,,180924.0,178786.5,537245.1,492818.1,588620.6,543664.5,917769.4,803595.1,133521.6,122141.2,150312.9,180414.1,,168757.8,161831.9,-46892.5,-46616.6,-11519.0,133521.6,380524.4,,310776.9,283234.2,367553.3,12971.0,214933.4,,191927.0,201353.3,149642.0,65291.4,29981.0,1.64653,-46892.5,-46616.6
2014-Q1,125822.2,70333.4,74852.1,749865.6,618169.4,608298.8,17798.7,16856.3,15276.2,397063.7,319666.7,320620.4,79959.8,73591.0,70073.1,38721.6,29956.7,29414.2,70363.9,58608.8,55575.7,296281.6,251689.7,242988.1,37661.0,35615.5,33438.0,32167.9,27282.0,26526.7,44518.4,30535.8,29411.5,96241.1,85848.0,85156.8,15329.2,13799.5,12879.4,754283.6,621821.9,613298.0,3017.13,1772573.0,754283.6,127.186051734,,1.186388475,6.895869959,58788.0,49441.2,94.489482936,621821.9,613298.0,2372.22,1490747.4,754283.6,765691.9,223668.5,22354.3,11408.3,10946.0,4418.0,3652.5,4999.1,37072.6,434123.6,376398.3,365181.4,224651.6,,198200.5,198200.5,434123.6,209472.0,,178197.8,166980.9,620397.7,544042.5,609811.5,540223.0,985370.0,818874.0,194337.9,175090.2,173264.5,179271.7,,167067.4,161423.5,15066.2,8022.7,11841.0,194337.9,364972.3,,274831.5,283949.3,352740.0,12232.3,239150.1,,204498.0,209097.2,152075.0,87075.1,30151.9,1.70212,15066.2,8022.7
2014-Q2,138089.9,80426.8,91481.0,733717.7,604842.1,611088.5,17138.6,16390.8,15425.9,395108.6,319669.1,320100.2,75500.4,68192.9,69646.8,37849.4,29673.2,29770.8,63347.3,53363.5,56609.4,283621.1,239109.0,245791.5,35891.7,33824.3,33979.7,31102.8,26584.3,26481.1,40112.1,28966.5,29320.2,97929.6,82714.0,86088.8,15237.6,13656.4,13312.3,739851.7,610071.6,616018.5,2959.41,1769141.4,739851.7,124.201622931,,0.443584461,4.204789146,58314.8,49356.3,94.908623599,610071.6,616018.5,2382.74,1497360.1,739851.7,758020.3,246878.3,28832.6,18168.6,10664.0,6134.0,5229.4,4930.0,35271.7,406398.3,347854.0,349532.9,226303.8,,198393.0,198393.0,406398.3,180094.5,,149461.0,151139.9,588142.2,517413.6,574182.2,505249.9,950300.7,789384.8,195363.5,181790.7,175004.5,177034.1,,165354.1,168727.8,18329.5,16436.6,6276.7,195363.5,362158.4,,271971.3,276126.7,351122.0,11036.4,224068.5,,191544.4,184645.7,170052.0,54016.5,30337.8,1.67279,18329.5,16436.6
2014-Q3,80644.6,38683.6,53443.3,725960.2,608763.4,621542.7,16385.4,15440.9,15520.7,378824.1,328538.3,326545.0,77448.3,69799.2,71168.3,38621.8,30304.0,30169.3,66775.2,56433.4,57489.9,292128.9,234480.2,249307.7,34039.3,31974.2,34360.3,29577.4,25256.9,26648.6,41883.0,29486.0,29962.3,105021.2,78039.5,87116.2,14832.8,13290.2,13730.3,731515.2,613456.9,626245.2,2926.06,1766431.7,731515.2,120.796751883,,1.660136743,1.894476146,57867.5,49867.2,96.484236532,613456.9,626245.2,2422.3,1522218.4,731515.2,749745.9,238296.9,27553.7,18230.7,9323.0,5555.0,4693.5,4702.5,36655.6,406104.2,336771.4,358345.3,237139.8,,206833.7,206833.7,406104.2,168964.4,,129937.7,151511.6,642539.6,566945.6,561545.7,481415.9,978728.7,824826.9,244766.4,238001.8,214456.6,160090.3,,148829.4,162857.2,84676.1,89172.4,51599.4,244766.4,336189.1,,257881.4,271498.7,327850.0,8339.1,255544.5,,219197.7,218055.4,168939.0,86605.5,30525.4,1.65648,84676.1,89172.4
2014-Q4,27287.2,90244.6,55924.7,641708.8,628204.4,620548.7,14469.9,13167.0,15632.2,302673.5,320435.8,322516.2,78481.0,72954.2,73649.0,37543.0,30097.4,30677.0,68740.8,59194.5,57925.2,287022.4,264504.3,251723.3,37256.5,35315.5,34951.5,31335.2,27209.5,26676.4,42099.4,30160.4,30482.1,92434.1,99252.9,87492.6,15156.3,13371.4,14195.5,649121.8,634595.7,625883.8,2596.49,1671134.9,649121.8,107.252844586,,-0.057714788,3.262887088,54411.5,49534.2,96.428550859,634595.7,625883.8,2420.9,1521339.8,649121.8,663286.5,143980.2,22924.7,14164.7,8760.0,7413.0,6391.3,5335.1,36252.7,422101.1,379564.1,367528.1,241475.9,,209485.3,209485.3,422101.1,180625.1,,170078.8,158042.9,613390.0,536751.6,617727.1,563304.4,879600.6,831611.4,199733.5,164787.1,202430.9,200204.9,,187665.0,175907.5,-471.3,-22877.8,26523.5,199733.5,266210.6,,294859.9,267884.7,252003.0,14207.6,238923.4,,204615.3,211960.0,160810.0,78113.4,30712.9,1.55373,-471.3,-22877.8
2015-Q1,-10364.2,82664.8,90892.5,650480.3,638247.5,627854.1,18801.8,17618.6,15992.0,239100.0,324904.1,326531.9,82835.5,77724.1,74648.2,41258.8,31441.1,31174.2,73935.2,60770.7,58713.9,351319.8,264283.6,254155.9,40514.2,37879.3,35749.0,31778.6,26473.0,26568.8,47756.5,31532.4,30409.1,139561.3,91958.3,88094.3,17774.1,15669.9,14620.8,654710.3,641727.9,632607.2,2618.84,1630067.9,654710.3,107.026518725,,1.074229758,3.148426702,52794.9,49802.7,97.464415047,641727.9,632607.2,2446.91,1537682.5,654710.3,666817.3,95006.9,19785.9,12107.0,7678.9,4230.0,3480.4,4753.1,47092.4,463240.8,376232.7,380116.2,262014.6,,223522.7,223522.7,463240.8,201226.3,,152710.0,156593.5,652474.6,547253.7,647148.7,547977.6,859104.8,814752.2,201833.7,182830.4,161598.5,192362.5,,179224.3,179518.9,9471.2,3606.2,-17920.4,201833.7,206630.2,,267498.5,276626.1,192865.0,13765.2,216994.5,,184833.6,185733.6,163877.4,53117.1,30875.5,1.60658,9471.2,3606.2
2015-Q2,-8590.1,65620.9,76170.3,647091.1,640379.5,648383.8,17956.2,17077.3,16048.0,269542.0,344842.0,345456.9,81033.2,75506.1,77227.0,40231.7,30687.5,31243.8,66751.1,55303.6,59001.6,319361.1,247772.7,255635.1,38461.0,35767.4,35921.8,33903.8,27802.3,27009.9,43006.7,29847.8,30202.1,119578.3,83547.5,88401.1,17660.4,15504.2,15098.6,652337.1,644731.7,652556.1,2609.35,1621060.4,652337.1,103.378569282,,3.153446661,5.9312627,52191.2,51067.9,100.53790339,644731.7,652556.1,2524.07,1586172.5,652337.1,670130.7,112616.1,25614.8,17793.6,7821.1,5246.0,4352.3,4172.3,39842.6,456417.6,385236.3,382263.9,255330.8,,219115.0,219115.0,456417.6,201086.8,,166121.3,163148.9,642327.1,563195.7,638014.5,556533.6,875427.8,839651.4,204509.6,193874.6,194121.9,196095.7,,183686.3,175134.8,8413.8,10188.3,18987.1,204509.6,233100.8,,276455.7,280785.9,220714.0,12386.8,241690.8,,210834.9,204615.6,169645.1,72045.7,31060.1,1.60966,8413.8,10188.3
2015-Q3,-38166.5,51718.3,50846.2,613125.2,638964.1,650368.7,17374.6,16156.3,16257.0,239790.4,348994.8,344777.8,79766.2,76735.0,78070.4,41121.8,31439.6,31298.3,70352.7,58676.5,59204.9,314838.3,242373.4,258035.6,36630.1,33820.8,36492.2,30616.4,25639.7,26954.5,44880.9,30451.9,31290.6,115169.8,78684.4,88486.7,17188.4,15100.1,15606.6,619818.2,644446.0,655982.8,2479.27,1561127.6,619818.2,97.712061993,,0.525115249,4.74855467,49961.9,51030.0,101.065843252,644446.0,655982.8,2537.33,1594501.7,619818.2,639943.6,127337.6,28401.5,20125.4,8276.1,6693.0,5481.9,5614.2,35618.4,418786.6,348294.2,369613.8,247631.1,,212994.0,212994.0,418786.6,171155.5,,135300.2,156619.8,645157.7,580964.2,586844.6,508220.2,847747.7,845415.3,239198.0,244433.5,235522.8,176894.1,,167692.2,183816.9,62303.9,76741.3,51705.9,239198.0,202590.0,,264451.2,275288.8,184980.0,17610.0,240756.5,,212732.9,224442.6,157305.0,83451.5,31246.4,1.58813,62303.9,76741.3
2015-Q4,-52742.4,96688.0,75403.7,573874.8,657543.6,650080.4,15483.5,13864.6,16419.7,209785.7,340115.3,343632.9,78561.9,77978.9,77998.6,39874.0,31240.5,31092.3,72367.5,61475.0,59305.4,308731.6,272323.2,258935.4,39975.4,37322.3,36626.8,32855.8,27665.5,27047.2,45183.9,31174.9,31114.3,100757.3,99492.4,88700.4,17591.7,15193.1,16141.3,583700.8,665353.5,656665.3,2334.8,1495885.0,583700.8,91.922653443,,0.104043824,4.918092327,47590.6,50780.8,101.17099602,665353.5,656665.3,2539.97,1596160.7,583700.8,598474.9,75861.9,22110.3,14774.1,7336.2,9826.0,7809.9,6584.9,45097.7,422780.8,387618.6,365387.8,260110.2,,225011.2,225011.2,422780.8,162670.6,,162607.4,140376.7,623415.7,557131.0,585370.9,544932.0,798633.6,855827.7,213662.4,181047.0,215873.8,171649.9,,165078.8,157210.9,42012.5,15968.1,58662.9,213662.4,175217.9,,298696.7,274187.9,164703.0,10514.9,227960.4,,202008.7,198784.2,164205.8,63754.5,31432.4,1.56082,42012.5,15968.1
2016-Q1,-41788.5,117218.3,131295.8,590637.1,659362.7,650653.3,19314.7,18027.9,16619.1,186297.5,341226.9,343661.7,85370.3,82968.7,80455.2,40337.0,30421.3,30518.5,74126.9,60345.5,58964.2,344687.9,269686.6,259853.9,41230.8,38397.6,36762.9,33367.5,27503.3,27348.9,49175.9,31999.3,30876.7,126219.0,93467.2,89167.3,20567.8,17973.8,16734.0,594201.1,662251.9,654663.4,2376.8,1479197.4,594201.1,93.862412508,,-0.304866107,3.486549315,46808.8,50356.1,100.862559943,662251.9,654663.4,2532.22,1591294.6,594201.1,602820.5,77796.4,15957.3,8619.4,7337.9,3564.0,2889.2,4010.1,42326.3,426902.3,347953.8,360258.8,274404.9,,227284.9,227284.9,426902.3,152497.4,,120668.9,132973.8,617889.9,528590.2,564642.1,479322.6,774289.1,822206.1,209087.2,197079.8,163108.8,153848.2,,144958.6,152308.8,55238.9,52121.2,10800.0,209087.2,156399.2,,293615.9,302884.4,140211.0,16188.2,198187.6,,176397.6,171588.6,143100.1,55087.6,31600.9,1.60682,55238.9,52121.2
2016-Q2,-2661.4,119530.3,128900.9,614039.6,646167.6,656316.6,18977.4,18001.1,16946.5,226987.1,346095.9,347648.4,80421.3,78669.9,80316.5,39146.9,29415.1,30397.1,67224.7,55247.7,58793.5,328928.2,252655.4,261324.5,39976.6,37071.0,37318.1,33795.2,27460.6,27386.2,47221.5,31453.1,31686.4,120282.0,83741.4,88849.7,20428.2,17681.6,17290.5,623176.6,653662.7,663556.4,2492.71,1515129.0,623176.6,97.120217645,,1.358405051,1.685711165,47667.2,50743.5,102.232682052,653662.7,663556.4,2566.62,1612910.8,623176.6,641014.6,115892.3,25485.5,17838.0,7647.5,9137.0,7495.2,7239.8,40908.9,425697.1,346241.3,352168.0,271922.5,,224611.6,224611.6,425697.1,153774.5,,121629.7,127556.4,603415.1,514686.3,572999.4,485223.2,795360.9,806767.4,200140.9,187891.1,182487.4,163219.1,,152357.1,151658.0,36921.8,35534.1,30829.4,200140.9,191945.8,,292081.2,296758.4,175966.0,15979.8,194607.2,,172550.9,167857.4,139626.4,54980.8,31785.6,1.64521,36921.8,35534.1
2016-Q3,33462.0,142772.6,145633.8,620405.2,653885.0,657598.4,18528.1,17140.4,17151.1,240847.2,362111.5,349444.3,81716.7,80290.7,81262.7,40129.4,30174.5,29875.3,70899.3,58592.8,58640.7,320900.4,244458.5,261127.8,37655.5,34471.3,37151.8,31859.7,26353.6,27655.4,46119.2,30926.5,31626.0,114518.0,76895.4,88207.2,19848.7,17218.9,17846.7,625046.2,657615.9,661500.1,2500.18,1518405.8,625046.2,97.714392875,,-0.309887803,0.841067724,47491.9,50291.4,101.915875439,657615.9,661500.1,2558.67,1607912.6,625046.2,642332.9,148366.0,27315.8,17286.7,10029.1,4641.0,3730.9,3901.6,33012.1,402262.9,323715.7,345847.2,272442.5,,224885.6,224885.6,402262.9,129820.4,,98830.1,120961.7,571618.5,497299.9,519329.2,434718.0,766917.0,783356.6,189321.3,191127.7,170019.1,132611.6,,124022.7,145696.5,56709.7,67104.9,24322.5,189321.3,195298.5,,286056.7,294993.8,175479.0,19819.5,161836.6,,143284.1,149360.0,117293.6,44543.0,31971.9,1.64659,56709.7,67104.9
2016-Q4,21299.8,153400.6,130806.0,646555.7,677365.5,666607.7,16781.9,14959.6,17412.2,246595.2,353307.5,356633.2,82118.4,81153.6,81048.4,39196.8,30610.8,29830.9,72378.1,60945.0,58732.6,343981.9,278487.7,262731.5,42206.5,38972.5,37679.5,34837.6,28982.6,27909.5,47739.4,32053.1,31992.1,126496.0,100166.4,88046.2,20324.3,17368.0,18371.6,655075.7,684080.2,672286.2,2620.3,1581291.9,655075.7,100.765916501,,1.630550815,2.378813743,49172.9,50816.0,103.577665577,684080.2,672286.2,2600.39,1634130.4,655075.7,670307.0,105686.2,21130.9,15231.3,5899.6,8520.0,6714.7,5678.4,42450.4,460658.9,393797.9,353434.6,272119.1,,226387.0,226387.0,460658.9,188539.8,,167410.9,127047.6,615272.8,514260.8,634955.5,560872.8,824854.6,838153.1,173117.0,136881.7,188045.6,189873.6,,180239.4,151914.5,-16756.6,-43357.7,36131.0,173117.0,209581.8,,323892.3,299467.2,196872.0,12709.8,188282.0,,170491.7,168661.2,125615.9,62666.1,32157.8,1.65706,-16756.6,-43357.7
2017-Q1,43386.1,124833.3,137024.6,653330.4,658019.1,652360.5,20233.4,18861.0,17566.7,257923.7,337961.9,340844.2,91301.1,84202.2,82057.3,39030.4,29361.5,29705.7,72423.4,59748.5,59009.5,336142.8,271834.7,264244.0,42319.9,39113.7,37745.2,34445.8,28053.1,28360.7,52017.2,33830.1,32708.0,111829.1,91096.0,87507.5,23107.4,19993.2,18913.1,657878.4,661677.7,657099.3,2631.51,1594370.9,657878.4,103.535899821,,-2.258992624,0.372084358,49208.7,49296.5,101.237853751,661677.7,657099.3,2541.64,1597215.5,657878.4,666961.8,156613.3,16225.7,9083.1,7142.6,4548.0,3658.6,4738.8,36387.5,412186.2,347834.9,363186.3,281201.2,,234103.3,234103.3,412186.2,130985.0,,113731.6,129083.0,591330.3,516187.8,544377.2,475070.5,812574.8,800523.5,202306.1,189009.4,156888.3,152704.3,,144622.2,151614.5,49601.8,44387.3,5273.8,202306.1,221244.5,,284335.7,293526.5,207398.8,13845.7,177858.4,,159502.4,156501.9,125720.5,52137.9,32400.2,1.6505,49601.8,44387.3
2017-Q2,4932.8,99796.5,108990.6,643977.9,647223.2,659717.2,19766.2,18754.7,17702.6,250656.1,343020.5,345943.5,87222.9,81357.8,83567.5,37062.1,27826.4,29169.9,67746.8,55996.3,59486.0,336493.6,257621.6,266901.2,40475.9,37427.1,38017.1,35123.5,28263.5,28695.6,49754.0,33352.4,33465.1,120532.1,82870.8,87872.8,22861.3,19711.5,19364.7,650512.9,652534.5,664724.7,2602.05,1615081.2,650512.9,101.202303,,1.160475934,0.176081293,49526.3,49546.9,102.41269468,652534.5,664724.7,2571.14,1615750.8,650512.9,660660.2,134565.4,17631.8,10147.0,7484.8,6535.0,5311.4,5007.5,36930.4,428081.1,349395.9,360746.3,283291.0,,235677.4,235677.4,428081.1,144790.1,,113718.5,125068.8,619832.9,530129.4,560928.7,477572.6,825535.9,809088.7,217499.0,203342.2,194987.8,153417.6,,145597.3,147076.8,64081.5,57744.9,47911.1,217499.0,205703.0,,278959.2,283852.5,189753.4,15949.6,200770.2,,179162.8,174861.8,126710.3,74059.9,32610.5,1.6111,64081.5,57744.9
2017-Q3,42375.6,127176.0,126901.2,662275.6,654822.7,662750.6,19359.7,17890.8,17873.6,262837.1,353027.5,345714.2,89778.9,83663.9,84269.1,39465.6,29652.9,29031.1,72339.7,60577.0,59995.2,340613.1,254251.5,270131.7,39353.7,35718.6,38103.4,34046.5,27836.0,29195.6,48347.3,32521.5,33644.3,124363.1,78580.5,89420.0,22162.9,19017.9,19773.1,669249.6,660411.2,668243.3,2677.0,1639284.6,669249.6,103.569023588,,0.529319767,1.01937983,49943.8,49487.4,102.954785317,660411.2,668243.3,2584.75,1624303.3,669249.6,680386.5,157100.2,18798.3,11137.0,7661.4,6974.0,5588.6,5492.7,33523.4,426920.4,342687.7,369173.5,284168.8,,235917.7,235917.7,426920.4,142751.6,,106770.0,133255.9,602137.7,511555.0,541593.1,453186.9,821943.8,789654.5,199953.6,190547.6,172168.6,134931.0,,127576.0,152003.4,65022.6,62971.6,20165.1,199953.6,219806.1,,278099.5,287673.0,196313.1,23493.0,177430.4,,150923.5,160771.8,123853.5,53576.9,32822.6,1.63303,65022.6,62971.6
2017-Q4,51871.7,142054.7,118455.6,698268.2,676944.4,663558.6,17524.0,15644.3,18007.9,280084.1,341426.1,344260.2,88129.9,83081.2,82411.7,38046.0,29668.3,28602.2,73803.9,62519.6,60351.3,362614.1,290205.7,272688.3,43684.4,40137.9,38531.7,37932.3,31690.6,29592.1,49973.7,33660.9,33599.0,134353.1,102763.9,90511.0,22866.7,19432.7,20103.1,703589.2,681135.0,667068.7,2814.36,1654062.9,703589.2,109.074920844,,-0.175766963,-0.776075378,50071.7,49084.4,102.773824818,681135.0,667068.7,2580.21,1621448.3,703589.2,713339.1,111285.6,18260.0,9750.0,8509.9,5321.0,4190.6,3510.1,36600.8,499385.7,430203.7,377016.0,286934.2,,239127.4,239127.4,499385.7,212451.5,,191076.2,137888.6,626330.8,516837.1,679955.5,602923.0,879552.3,834294.7,152331.8,108876.6,171597.1,201043.8,,190035.2,157136.0,-48711.9,-81158.7,14461.1,152331.8,253221.4,,317457.6,292902.6,238516.1,14705.3,201349.8,,175402.9,174447.0,128162.3,73187.5,33033.9,1.70148,-48711.9,-81158.7
2018-Q1,69293.9,115407.4,126550.1,730150.7,654022.2,649363.0,20698.8,19283.5,18047.0,317243.6,335191.2,338023.7,101188.6,82043.2,80438.0,36779.1,27200.3,27255.3,71564.3,58200.5,57567.8,355429.2,272347.2,266037.0,41448.6,37659.1,36559.2,33409.9,26378.2,27349.3,53197.3,34524.9,33402.7,131851.0,95489.3,91709.5,23958.1,20095.2,19448.5,749238.7,672395.2,671917.8,2996.95,1671710.2,749238.7,115.313559159,,0.726919606,2.255138829,50494.5,49332.3,103.5209079,672395.2,671917.8,2598.96,1633235.0,749238.7,754834.3,202878.0,14322.4,5840.1,8482.2,19087.9,18373.0,22554.8,39429.9,442440.3,351315.4,378007.1,297412.2,,241350.5,241350.5,442195.8,145028.1,,109965.0,136656.6,653759.6,534135.3,578814.7,482356.6,915964.5,817901.3,237504.5,205672.4,167360.6,157915.3,,148934.6,153397.8,79589.2,56737.8,13962.8,237504.5,262204.9,,283766.0,293281.7,244247.0,17957.9,192911.0,,168358.6,166731.6,126055.6,66855.4,33106.8,1.79275,79589.2,56737.8
